SYMBOL	ENTREZID	GENENAME	469Siglec9minus	469Siglec9plus	474Siglec9minus	474Siglec9plus	475Siglec9minus	475Siglec9plus	477Siglec9minus	477Siglec9plus	483Siglec9minus	483Siglec9plus	485Siglec9minus	485Siglec9plus
ADAM19	8728	ADAM metallopeptidase domain 19	1331	1267	1652	1589	1718	1014	3619	2620	2280	3056	415	475
ADAM1A	8759	ADAM metallopeptidase domain 1A (pseudogene)	0	0	0	0	66	61	0	232	1	0	0	0
ADAM2	2515	ADAM metallopeptidase domain 2	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	8748	ADAM metallopeptidase domain 20	0	20	0	0	0	0	0	0	0	0	0	0
ADAM20P1	317760	ADAM metallopeptidase domain 20 pseudogene 1	13	0	0	0	0	0	0	0	0	0	0	0
ADAM21	8747	ADAM metallopeptidase domain 21	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21P1	145241	ADAM metallopeptidase domain 21 pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	53616	ADAM metallopeptidase domain 22	311	214	25	237	440	475	372	144	5	0	1	2
ADAM23	8745	ADAM metallopeptidase domain 23	161	2	15	43	3	3	994	294	7	15	18	16
ADAM28	10863	ADAM metallopeptidase domain 28	349	940	85	165	1	24	0	113	0	2	0	0
ADAM29	11086	ADAM metallopeptidase domain 29	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	11085	ADAM metallopeptidase domain 30	0	0	0	0	0	1	2	0	0	0	0	0
ADAM32	203102	ADAM metallopeptidase domain 32	0	0	0	0	244	0	0	0	0	0	0	0
ADAM33	80332	ADAM metallopeptidase domain 33	0	0	0	0	1	0	2	0	1	6	3	33
ADAM3A	1587	ADAM metallopeptidase domain 3A (pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
ADAM5	255926	ADAM metallopeptidase domain 5 (pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
ADAM6	8755	ADAM metallopeptidase domain 6 (pseudogene)	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	8756	ADAM metallopeptidase domain 7	0	0	0	0	0	0	235	191	0	0	0	1
ADAM8	101	ADAM metallopeptidase domain 8	631	983	517	418	1461	411	75	298	282	1805	169	724
ADAM9	8754	ADAM metallopeptidase domain 9	321	551	278	749	2317	943	957	394	446	0	2	541
ADAMDEC1	27299	ADAM like decysin 1	0	1	0	0	0	0	0	0	0	14	0	0
ADAMTS1	9510	ADAM metallopeptidase with thrombospondin type 1 motif 1	0	0	0	0	480	705	1	0	0	0	0	0
ADAMTS10	81794	ADAM metallopeptidase with thrombospondin type 1 motif 10	0	0	0	0	2	170	61	267	0	55	502	0
ADAMTS12	81792	ADAM metallopeptidase with thrombospondin type 1 motif 12	1	0	177	0	0	0	0	0	0	2	0	0
ADAMTS13	11093	ADAM metallopeptidase with thrombospondin type 1 motif 13	0	1	0	0	0	0	42	1	0	1	0	1
ADAMTS14	140766	ADAM metallopeptidase with thrombospondin type 1 motif 14	31	344	0	0	0	0	0	0	0	0	0	0
ADAMTS15	170689	ADAM metallopeptidase with thrombospondin type 1 motif 15	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	170690	ADAM metallopeptidase with thrombospondin type 1 motif 16	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	170691	ADAM metallopeptidase with thrombospondin type 1 motif 17	67	561	186	110	204	0	460	279	13	716	0	116
ADAMTS18	170692	ADAM metallopeptidase with thrombospondin type 1 motif 18	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	171019	ADAM metallopeptidase with thrombospondin type 1 motif 19	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19-AS1	103689846	ADAMTS19 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	9509	ADAM metallopeptidase with thrombospondin type 1 motif 2	1	0	1	0	3	0	0	0	0	0	0	1
ADAMTS20	80070	ADAM metallopeptidase with thrombospondin type 1 motif 20	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	9508	ADAM metallopeptidase with thrombospondin type 1 motif 3	0	1	0	317	0	0	0	1	0	1	1	0
ADAMTS4	9507	ADAM metallopeptidase with thrombospondin type 1 motif 4	125	0	0	0	0	0	0	0	0	0	1	0
ADAMTS5	11096	ADAM metallopeptidase with thrombospondin type 1 motif 5	38	0	0	0	0	0	0	0	0	0	0	0
ADAMTS6	11174	ADAM metallopeptidase with thrombospondin type 1 motif 6	1	0	26	53	2	323	0	4	1	2	1	13
ADAMTS7	11173	ADAM metallopeptidase with thrombospondin type 1 motif 7	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	390660	ADAMTS7 pseudogene 1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	11095	ADAM metallopeptidase with thrombospondin type 1 motif 8	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	56999	ADAM metallopeptidase with thrombospondin type 1 motif 9	37	1	2	2	2	10	0	0	2	36	4	14
ADAMTS9-AS1	101929335	ADAMTS9 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	100507098	ADAMTS9 antisense RNA 2	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	92949	ADAMTS like 1	232	0	0	0	0	0	0	0	2	0	0	0
ADAMTSL2	9719	ADAMTS like 2	0	0	0	0	0	0	0	0	0	0	2	0
ADAMTSL3	57188	ADAMTS like 3	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	54507	ADAMTS like 4	0	0	1	0	0	0	0	0	0	0	0	78
ADAMTSL4-AS1	574406	ADAMTSL4 antisense RNA 1	237	556	202	384	867	423	477	148	648	2	21	1
ADAMTSL5	339366	ADAMTS like 5	0	0	0	219	0	0	0	0	0	0	0	1
ADAP1	11033	ArfGAP with dual PH domains 1	2	69	142	0	405	0	98	26	2	76	137	1
ADAP2	55803	ArfGAP with dual PH domains 2	4	0	0	5	0	0	0	0	0	0	0	0
ADAR	103	adenosine deaminase, RNA specific	14778	11706	6284	7884	9671	3013	8398	11996	8426	4306	5123	3778
ADARB1	104	adenosine deaminase, RNA specific B1	1152	1245	895	205	899	5	360	902	501	1044	152	130
ADARB2	105	adenosine deaminase, RNA specific B2 (inactive)	0	0	0	0	37	0	0	0	181	5	0	1
ADARB2-AS1	642394	ADARB2 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	23536	adenosine deaminase, tRNA specific 1	2761	430	68	62	14	51	143	86	754	42	0	155
ADAT2	134637	adenosine deaminase, tRNA specific 2	404	173	1149	544	201	0	745	295	70	877	0	1
ADAT3	113179	adenosine deaminase, tRNA specific 3	0	0	453	260	0	0	0	0	130	395	0	0
ADCK1	57143	aarF domain containing kinase 1	0	17	152	0	0	0	0	0	0	0	0	0
ADCK2	90956	aarF domain containing kinase 2	33	1	84	3	1	715	0	274	0	1	0	0
ADCK5	203054	aarF domain containing kinase 5	0	1	0	0	0	0	0	0	0	0	0	0
ADCY1	107	adenylate cyclase 1	0	0	3	0	0	0	0	0	0	0	1	661
ADCY10	55811	adenylate cyclase 10	0	0	0	0	0	0	0	0	0	0	0	0
ADCY10P1	221442	adenylate cyclase 10, soluble pseudogene 1	0	0	20	0	201	159	0	0	540	0	0	0
ADCY2	108	adenylate cyclase 2	0	0	1	0	0	0	2	0	0	0	0	0
ADCY3	109	adenylate cyclase 3	970	704	1226	756	363	0	499	958	260	915	289	626
ADCY4	196883	adenylate cyclase 4	1	0	0	47	326	573	0	0	0	0	0	0
ADCY5	111	adenylate cyclase 5	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	112	adenylate cyclase 6	0	0	0	0	0	0	0	3	2	0	0	0
ADCY7	113	adenylate cyclase 7	3594	3732	2335	2680	2638	758	1651	2646	2806	2621	1014	693
ADCY8	114	adenylate cyclase 8	1	0	0	0	0	0	1	0	0	3	1	0
ADCY9	115	adenylate cyclase 9	161	185	733	343	830	148	156	188	0	0	638	0
ADCYAP1	116	adenylate cyclase activating polypeptide 1	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	117	ADCYAP receptor type I	0	0	0	0	0	0	0	0	0	0	0	0
ADD1	118	adducin 1	3711	3761	2041	3513	5031	2499	1955	3071	4083	4539	2119	1901
ADD2	119	adducin 2	0	0	0	0	1	0	0	0	1	4	0	0
ADD3	120	adducin 3	1958	2122	4047	2816	3285	2940	1738	2248	1012	2774	21	51
ADD3-AS1	100505933	ADD3 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADGB	79747	androglobin	0	0	2	0	0	2	0	1	1	1	3	271
ADGRA1	84435	adhesion G protein-coupled receptor A1	1	1	3	1	2	1	0	0	0	7	6	16
ADGRA1-AS1	100128127	adhesion G protein-coupled receptor A1 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	25960	adhesion G protein-coupled receptor A2	0	0	0	0	0	0	0	0	0	0	0	1
ADGRA3	166647	adhesion G protein-coupled receptor A3	0	0	0	0	0	0	0	0	806	0	0	0
ADGRB1	575	adhesion G protein-coupled receptor B1	0	0	0	0	0	9	0	0	0	0	0	1
ADGRB2	576	adhesion G protein-coupled receptor B2	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3	577	adhesion G protein-coupled receptor B3	0	0	0	0	0	0	0	0	0	0	0	0
ADGRD1	283383	adhesion G protein-coupled receptor D1	0	0	0	0	0	0	0	0	0	0	0	1
ADGRE1	2015	adhesion G protein-coupled receptor E1	0	22	0	0	0	0	0	0	1	0	0	0
ADGRE2	30817	adhesion G protein-coupled receptor E2	4	125	0	70	4	1	105	275	1	685	0	0
ADGRE3	84658	adhesion G protein-coupled receptor E3	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE4P	326342	adhesion G protein-coupled receptor E4, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	976	adhesion G protein-coupled receptor E5	14262	13344	9835	10730	21287	11529	16625	12895	17298	8626	4629	2740
ADGRF1	266977	adhesion G protein-coupled receptor F1	0	6	0	0	245	149	0	0	0	0	0	0
ADGRF2	222611	adhesion G protein-coupled receptor F2	1	0	0	0	0	0	0	0	0	0	0	0
ADGRF3	165082	adhesion G protein-coupled receptor F3	0	7	0	0	0	0	0	0	0	0	0	0
ADGRF4	221393	adhesion G protein-coupled receptor F4	0	0	2	0	87	0	0	0	0	1	0	1
ADGRF5	221395	adhesion G protein-coupled receptor F5	41	0	0	0	16	487	1	72	0	1	0	0
ADGRG1	9289	adhesion G protein-coupled receptor G1	1719	794	621	1517	1635	981	2883	1811	2738	878	3430	871
ADGRG2	10149	adhesion G protein-coupled receptor G2	0	0	0	0	0	0	0	0	29	0	0	0
ADGRG3	222487	adhesion G protein-coupled receptor G3	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG4	139378	adhesion G protein-coupled receptor G4	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG5	221188	adhesion G protein-coupled receptor G5	107	237	7	455	89	0	135	81	0	0	0	1
ADGRG6	57211	adhesion G protein-coupled receptor G6	0	0	65	0	0	0	0	0	0	5	0	1
ADGRG7	84873	adhesion G protein-coupled receptor G7	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL1	22859	adhesion G protein-coupled receptor L1	461	624	616	38	565	1	8	34	545	3	4	3
ADGRL2	23266	adhesion G protein-coupled receptor L2	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL3	23284	adhesion G protein-coupled receptor L3	0	0	0	0	0	0	0	235	4	1	0	0
ADGRL3-AS1	101927186	adhesion G protein-coupled receptor L3 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	64123	adhesion G protein-coupled receptor L4	0	0	0	0	0	0	0	0	0	0	0	0
ADGRV1	84059	adhesion G protein-coupled receptor V1	5	0	0	0	15	14	51	0	0	0	0	0
ADH1A	124	alcohol dehydrogenase 1A (class I), alpha polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	125	alcohol dehydrogenase 1B (class I), beta polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
ADH1C	126	alcohol dehydrogenase 1C (class I), gamma polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	127	alcohol dehydrogenase 4 (class II), pi polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
ADH5	128	alcohol dehydrogenase 5 (class III), chi polypeptide	836	1052	820	1372	335	626	578	887	263	442	1	20
ADH6	130	alcohol dehydrogenase 6 (class V)	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	131	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	137872	alcohol dehydrogenase, iron containing 1	212	131	46	118	814	2	1255	88	0	0	0	1
ADI1	55256	acireductone dioxygenase 1	58	253	935	52	490	41	18	215	509	3	0	558
ADIG	149685	adipogenin	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ	9370	adiponectin, C1Q and collagen domain containing	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOQ-AS1	100874095	ADIPOQ antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1	51094	adiponectin receptor 1	2009	1678	1277	1037	1198	1212	2346	3074	1620	1261	922	339
ADIPOR2	79602	adiponectin receptor 2	2680	2100	2099	3032	3718	1812	1472	3541	5635	1390	2110	480
ADIRF	10974	adipogenesis regulatory factor	126	0	0	0	0	0	0	0	0	0	0	0
ADK	132	adenosine kinase	375	482	140	768	494	335	4	807	876	769	1	567
ADM	133	adrenomedullin	0	1	0	1	0	0	0	8	0	298	0	1413
ADM2	79924	adrenomedullin 2	0	137	17	0	0	0	0	42	0	0	0	0
ADM5	199800	adrenomedullin 5 (putative)	0	0	0	0	0	162	0	0	0	0	0	0
ADNP	23394	activity dependent neuroprotector homeobox	3104	2619	4129	4272	4632	1991	3584	5645	2912	6098	1155	599
ADNP-AS1	101927631	ADNP antisense RNA 1	0	37	0	0	0	0	0	0	0	0	0	0
ADNP2	22850	ADNP homeobox 2	1546	2006	3374	1406	2597	752	2512	2597	2412	989	239	931
ADO	84890	2-aminoethanethiol dioxygenase	1213	1071	213	1506	715	729	824	1426	41	447	452	0
ADORA1	134	adenosine A1 receptor	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	135	adenosine A2a receptor	0	161	99	0	318	0	0	0	4	0	0	0
ADORA2A-AS1	646023	ADORA2A antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	57
ADORA2B	136	adenosine A2b receptor	0	0	0	0	0	0	0	0	0	0	0	0
ADORA3	140	adenosine A3 receptor	0	0	0	0	0	0	0	0	0	0	0	0
ADPGK	83440	ADP dependent glucokinase	3058	1891	399	999	1840	268	1778	1875	1318	487	22	527
ADPGK-AS1	100287559	ADPGK antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
ADPRH	141	ADP-ribosylarginine hydrolase	1	90	5	527	28	0	0	242	0	40	598	1
ADPRHL1	113622	ADP-ribosylhydrolase like 1	0	94	0	0	0	0	0	0	0	2	0	0
ADPRHL2	54936	ADP-ribosylhydrolase like 2	227	87	528	1071	478	266	669	725	214	14	493	0
ADPRM	56985	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	194	207	0	71	100	0	0	215	0	2	0	0
ADRA1A	148	adrenoceptor alpha 1A	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	147	adrenoceptor alpha 1B	0	0	0	0	0	0	0	0	0	0	0	8
ADRA1D	146	adrenoceptor alpha 1D	0	37	0	0	0	0	0	0	0	1	0	0
ADRA2A	150	adrenoceptor alpha 2A	0	0	0	0	1	0	0	0	1	0	0	0
ADRA2B	151	adrenoceptor alpha 2B	0	78	150	264	103	123	0	0	0	0	6	1
ADRA2C	152	adrenoceptor alpha 2C	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	153	adrenoceptor beta 1	273	169	980	114	224	2	146	436	0	0	0	354
ADRB2	154	adrenoceptor beta 2	971	771	954	503	1757	155	328	1739	1122	3	673	1
ADRB3	155	adrenoceptor beta 3	0	0	0	0	0	0	0	0	0	0	0	0
ADRM1	11047	adhesion regulating molecule 1	554	637	499	689	823	577	162	354	679	46	1034	0
ADSL	158	adenylosuccinate lyase	1	240	876	5	42	0	0	0	251	704	0	1
ADSS	159	adenylosuccinate synthase	2282	2593	2877	4756	5743	3231	3208	3288	3766	3979	2725	1652
ADSSL1	122622	adenylosuccinate synthase like 1	70	5	223	47	0	0	193	72	0	0	1	0
ADTRP	84830	androgen dependent TFPI regulating protein	0	0	0	0	0	0	0	0	0	43	0	0
AEBP1	165	AE binding protein 1	149	0	0	17	0	0	1	0	2	226	0	13
AEBP2	121536	AE binding protein 2	3848	2801	1417	1246	920	913	1719	2607	656	1348	682	897
AEN	64782	apoptosis enhancing nuclease	255	91	500	0	934	308	1	634	151	7	1	925
AES	166	amino-terminal enhancer of split	2287	3662	1533	2608	2713	1254	1800	2561	1161	3086	2281	491
AFAP1	60312	actin filament associated protein 1	1564	988	104	717	750	46	1200	1949	1091	486	397	613
AFAP1-AS1	84740	AFAP1 antisense RNA 1	0	0	0	0	0	0	356	0	1	0	0	0
AFAP1L1	134265	actin filament associated protein 1 like 1	0	0	0	0	0	0	0	0	0	0	0	0
AFAP1L2	84632	actin filament associated protein 1 like 2	511	114	0	20	0	65	828	1317	513	1	1314	492
AFF1	4299	AF4/FMR2 family member 1	2304	3515	2437	1697	4615	2047	4595	4654	4290	3528	2851	1712
AFF2	2334	AF4/FMR2 family member 2	0	0	0	0	0	0	0	0	0	0	1	2
AFF3	3899	AF4/FMR2 family member 3	0	214	0	143	68	0	0	2	0	1	473	0
AFF4	27125	AF4/FMR2 family member 4	4280	5365	3339	5208	9249	4594	4294	7087	10936	2835	1094	665
AFG3L1P	172	AFG3 like matrix AAA peptidase subunit 1, pseudogene	170	307	357	326	652	255	126	683	0	0	279	0
AFG3L2	10939	AFG3 like matrix AAA peptidase subunit 2	315	548	714	552	1871	97	585	1456	714	803	134	3
AFM	173	afamin	0	0	0	0	0	47	1	0	0	0	0	0
AFMID	125061	arylformamidase	1	96	1	1	1	0	0	0	75	373	0	0
AFP	174	alpha fetoprotein	0	0	0	0	0	0	0	0	0	0	0	0
AFTPH	54812	aftiphilin	2211	2559	2809	1472	2574	929	2180	3037	5787	3360	1655	3
AGA	175	aspartylglucosaminidase	925	721	206	537	1868	670	776	974	1491	703	0	127
AGAP1	116987	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	724	575	502	407	959	788	6	5	908	237	274	4
AGAP1-IT1	100506749	AGAP1 intronic transcript 1	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11	119385	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11	1	0	0	0	0	0	2	0	0	0	0	0
AGAP2	116986	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	658	1878	606	1036	1796	504	1130	850	1650	2472	1207	2
AGAP2-AS1	100130776	AGAP2 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
AGAP3	116988	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	700	217	516	432	586	1129	741	1875	686	407	2	0
AGAP4	119016	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	69	59	146	19	0	0	279	0	0	1	0	0
AGAP5	729092	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	7	0	235	0	17	0	0	0	47	0	0	0
AGAP6	414189	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	687	86	49	148	0	263	218	262	53	1	0	2
AGAP7P	653268	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	0	0	4	0	1	0	0	1	0	0	0	0
AGAP9	642517	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	0	0	141	42	0	0	0	7	0	0	0	0
AGBL1	123624	ATP/GTP binding protein like 1	117	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	727915	AGBL1 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	79841	ATP/GTP binding protein like 2	0	80	0	0	1	0	86	0	0	0	0	8
AGBL3	340351	ATP/GTP binding protein like 3	0	4	101	1	1	2	0	191	291	0	3	0
AGBL4	84871	ATP/GTP binding protein like 4	210	0	0	0	0	0	0	0	2	5	1	5
AGBL4-IT1	100874313	AGBL4 intronic transcript 1	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	60509	ATP/GTP binding protein like 5	120	5	0	0	23	1	0	265	0	1	407	0
AGBL5-AS1	100874031	AGBL5 antisense RNA 1	0	1	0	0	0	0	0	0	0	0	0	0
AGER	177	advanced glycosylation end-product specific receptor	10	11	1	0	346	288	1	1	0	0	0	0
AGFG1	3267	ArfGAP with FG repeats 1	2436	2824	2628	1257	2297	1256	4055	3526	1222	1832	2369	476
AGFG2	3268	ArfGAP with FG repeats 2	646	980	223	200	618	305	0	366	757	1081	295	1
AGGF1	55109	angiogenic factor with G-patch and FHA domains 1	412	399	552	215	316	374	277	2582	285	97	358	162
AGK	55750	acylglycerol kinase	470	364	374	656	765	18	83	731	174	691	0	0
AGL	178	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	1045	832	1252	1120	614	531	944	1759	2752	841	262	0
AGMAT	79814	agmatinase	0	3	0	161	0	0	0	878	0	0	0	0
AGMO	392636	alkylglycerol monooxygenase	0	0	4	0	0	0	0	0	0	0	0	1
AGO1	26523	argonaute 1, RISC catalytic component	1793	1812	820	460	658	1085	887	1402	1513	623	2106	353
AGO2	27161	argonaute 2, RISC catalytic component	2567	1653	2409	2424	2432	1724	1113	2113	1029	1371	91	61
AGO3	192669	argonaute 3, RISC catalytic component	2403	1044	1060	1380	839	873	1431	709	998	49	6	105
AGO4	192670	argonaute 4, RISC catalytic component	2235	2699	1726	1746	1590	628	1285	1870	2089	2073	176	872
AGPAT1	10554	1-acylglycerol-3-phosphate O-acyltransferase 1	318	306	181	525	777	324	0	128	104	0	1	179
AGPAT2	10555	1-acylglycerol-3-phosphate O-acyltransferase 2	129	69	40	43	0	1	0	3	2	3	0	1
AGPAT3	56894	1-acylglycerol-3-phosphate O-acyltransferase 3	1557	1875	1374	575	1464	654	1188	1326	3235	599	1329	5
AGPAT4	56895	1-acylglycerol-3-phosphate O-acyltransferase 4	188	205	1563	618	1471	1287	1694	287	468	391	297	9
AGPAT4-IT1	79992	AGPAT4 intronic transcript 1	330	41	407	61	1386	195	123	453	513	374	2	0
AGPAT5	55326	1-acylglycerol-3-phosphate O-acyltransferase 5	406	378	231	898	802	3	2342	1770	1167	1007	259	38
AGPS	8540	alkylglycerone phosphate synthase	604	462	984	776	2524	349	1554	1722	1038	1319	1051	914
AGR2	10551	anterior gradient 2, protein disulphide isomerase family member	0	0	0	98	0	0	0	0	0	0	0	0
AGR3	155465	anterior gradient 3, protein disulphide isomerase family member	0	54	0	1	0	489	0	16	0	0	0	0
AGRN	375790	agrin	0	5	13	1	1	0	293	2	55	106	0	2
AGRP	181	agouti related neuropeptide	0	0	0	0	0	0	0	0	72	0	0	0
AGT	183	angiotensinogen	0	0	0	0	0	0	0	0	0	0	0	0
AGTPBP1	23287	ATP/GTP binding protein 1	2688	1639	2259	1191	923	1368	771	1296	726	865	30	198
AGTR1	185	angiotensin II receptor type 1	0	0	0	0	0	0	0	0	0	0	0	0
AGTR2	186	angiotensin II receptor type 2	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	57085	angiotensin II receptor associated protein	3	23	0	0	266	7	0	0	0	0	0	0
AGXT	189	alanine-glyoxylate aminotransferase	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	64902	alanine--glyoxylate aminotransferase 2	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	25909	AT-hook containing transcription factor 1	1509	1788	3438	2154	5534	1175	2160	3963	2655	2234	2522	1395
AHCTF1P1	285116	AT-hook containing transcription factor 1 pseudogene 1	6	185	15	15	40	0	92	97	10	3	16	50
AHCY	191	adenosylhomocysteinase	212	103	0	383	1	0	143	2	332	625	1	0
AHCYL1	10768	adenosylhomocysteinase like 1	397	2087	1056	486	1091	1270	2221	1724	1390	3460	359	0
AHCYL2	23382	adenosylhomocysteinase like 2	144	390	600	91	552	611	54	622	490	1571	544	0
AHDC1	27245	AT-hook DNA binding motif containing 1	691	511	1040	417	1553	329	222	159	1026	908	0	893
AHI1	54806	Abelson helper integration site 1	175	685	1479	1490	864	686	4356	2542	1722	2202	2222	968
AHNAK	79026	AHNAK nucleoprotein	66677	70702	48408	43920	107069	51194	41647	38279	56882	36980	24405	7691
AHNAK2	113146	AHNAK nucleoprotein 2	1	0	0	1	0	0	498	32	157	0	0	1
AHR	196	aryl hydrocarbon receptor	6992	6146	2696	6486	5221	4472	4569	7780	3410	4027	1164	2203
AHRR	57491	aryl-hydrocarbon receptor repressor	0	45	0	136	0	1	12	0	552	0	2	2
AHSA1	10598	activator of HSP90 ATPase activity 1	1541	1428	2443	1206	223	49	1117	1526	4626	2115	958	11
AHSA2	130872	activator of HSP90 ATPase homolog 2	1379	563	751	796	1061	308	1635	259	1145	472	17	2201
AHSG	197	alpha 2-HS glycoprotein	0	0	0	0	0	0	0	0	0	0	0	0
AHSP	51327	alpha hemoglobin stabilizing protein	0	0	0	0	0	0	61	0	0	0	0	0
AICDA	57379	activation induced cytidine deaminase	0	0	0	0	0	0	0	0	0	0	0	0
AIDA	64853	axin interactor, dorsalization associated	1148	402	281	317	3	0	52	265	75	1	197	0
AIF1	199	allograft inflammatory factor 1	397	667	51	423	5	75	840	235	193	0	0	391
AIF1L	83543	allograft inflammatory factor 1 like	0	0	0	0	0	0	0	0	0	0	0	0
AIFM1	9131	apoptosis inducing factor mitochondria associated 1	197	907	461	501	288	322	427	183	320	1782	423	0
AIFM2	84883	apoptosis inducing factor, mitochondria associated 2	0	1	73	1	3	6	2	1	130	32	0	1
AIFM3	150209	apoptosis inducing factor, mitochondria associated 3	0	0	0	0	0	0	0	0	0	1	0	0
AIG1	51390	androgen induced 1	493	84	10	6	73	39	0	88	0	94	0	0
AIM2	9447	absent in melanoma 2	497	507	982	699	4	0	533	76	562	347	0	0
AIMP1	9255	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	438	322	1240	214	633	64	888	675	452	583	0	410
AIMP2	7965	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	0	157	0	36	0	0	0	0	0	0	290	0
AIP	9049	aryl hydrocarbon receptor interacting protein	2112	1301	2014	677	792	2058	1563	1932	691	3	651	1
AIPL1	23746	aryl hydrocarbon receptor interacting protein like 1	1	0	0	0	0	0	0	0	0	0	1	0
AIRE	326	autoimmune regulator	0	0	0	0	0	0	1	0	0	0	0	1
AIRN	100271873	antisense of IGF2R non-protein coding RNA	0	0	0	0	0	0	0	0	0	0	0	160
AJAP1	55966	adherens junctions associated protein 1	0	4	0	0	0	0	0	0	0	0	0	0
AJUBA	84962	ajuba LIM protein	0	0	1	0	0	73	18	0	206	0	0	0
AK1	203	adenylate kinase 1	119	56	35	1	0	50	7	80	0	616	0	0
AK2	204	adenylate kinase 2	2094	2184	1739	737	1056	384	1441	2020	780	466	1342	2
AK3	50808	adenylate kinase 3	1529	736	575	563	1233	420	599	1186	918	894	399	1
AK4	205	adenylate kinase 4	0	0	0	0	0	0	64	0	0	0	0	0
AK5	26289	adenylate kinase 5	0	0	0	0	68	0	0	0	0	0	0	1
AK6	102157402	adenylate kinase 6	468	265	71	375	699	10	195	540	143	0	0	2
AK7	122481	adenylate kinase 7	0	0	0	0	0	0	0	0	0	0	0	0
AK8	158067	adenylate kinase 8	0	0	0	0	0	0	0	0	0	0	0	0
AK9	221264	adenylate kinase 9	292	93	466	438	159	1	0	155	7	0	0	1
